"","PARTY","educ","race","Voted_2020","gender","FT_DemParty","FT_RepParty","FT_Biden_pre","FT_Trump_pre","FT_Biden_post","FT_Trump_post","FT_Fauci","FT_fundamentalist","FT_Feminists","FT_Liberals","FT_laborUnions","FT_bigBusiness","FT_conservatives","FT_SCOTUS","FT_gaymen","FT_Congress","FT_Muslims","FT_Christians","FT_Jewish","FT_police","FT_Transpeople","FT_Scientist","FT_BLM","FT_journalists","FT_NATO","FT_UN","FT_NRA","FT_Socialist","FT_capitalist","FT_FBI","FT_ICE","FT_MeToo","FT_rural","FT_Parent","FT_WHO","FT_CDC"
"6354","Democrat","Some College","White",FALSE,"Female",70,50,85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6355","Republican","Some College","White",TRUE,"Female",60,30,70,0,100,0,100,30,70,70,50,60,50,50,60,40,50,100,70,100,70,100,85,50,50,60,0,40,50,60,50,100,40,100,50,100
"6356","Democrat","Some College","White",TRUE,"Male",65,30,100,0,85,0,50,0,85,60,30,30,85,85,85,40,85,85,85,40,85,85,60,50,60,85,40,85,30,60,0,70,85,100,85,85
"6357","Republican","Some College","White",TRUE,"Male",0,100,0,100,0,100,50,85,0,0,15,70,85,60,0,50,85,85,100,85,15,85,0,0,0,0,85,0,85,85,85,0,85,0,15,15
"6358","Democrat","Some College","White",FALSE,"Male",60,30,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6359","Republican","Graduate Degree","White",TRUE,"Female",0,100,0,85,40,70,NA,70,100,15,60,30,100,85,50,0,50,100,100,40,50,100,40,0,85,0,100,0,85,40,70,70,100,60,60,100
"6360","Democrat","Some College","White",TRUE,"Male",50,60,50,40,85,15,100,50,50,50,85,60,50,70,50,70,50,60,50,70,50,85,40,60,70,70,85,NA,NA,70,85,50,85,70,70,85
"6361","Democrat","High School","White",FALSE,"Male",50,70,50,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6362","Independent","Some College","Native American",TRUE,"Female",50,50,50,50,50,50,70,70,70,50,100,50,50,60,60,50,70,100,100,100,70,50,100,60,50,50,50,50,50,100,50,100,100,50,NA,50
"6363","Democrat","Graduate Degree","White",TRUE,"Male",55,5,70,0,80,0,85,10,80,80,65,40,25,30,60,40,50,45,65,30,85,85,65,70,65,50,5,85,20,35,10,40,15,55,30,35
"6364","Democrat","High School","Hispanic",TRUE,"Female",100,0,100,0,100,0,80,NA,50,NA,100,50,NA,50,50,50,50,90,50,90,50,100,NA,60,NA,80,NA,NA,NA,60,30,NA,NA,20,NA,100
"6365","Republican",NA,"Hispanic",TRUE,"Female",60,60,85,15,85,30,85,50,NA,40,60,50,85,85,NA,NA,NA,85,NA,85,NA,100,85,60,NA,50,60,NA,50,NA,70,100,50,15,50,100
"6366","Democrat","Some College","White",TRUE,"Female",60,40,60,15,70,15,50,50,85,60,70,15,50,30,70,40,70,60,70,40,70,60,60,60,70,40,15,60,40,60,15,60,60,70,30,15
"6367","Independent","Bachelor's Degree","Hispanic",TRUE,"Male",60,40,70,15,100,0,85,0,70,70,85,70,0,60,100,60,60,70,85,60,50,70,70,85,50,85,0,70,60,15,15,15,15,85,70,70
"6368","Independent","Some College","White",TRUE,"Female",50,50,40,60,0,100,50,50,50,50,100,50,50,85,50,15,50,100,50,100,50,100,0,50,100,100,100,50,50,100,100,NA,100,100,85,85
"6369","Republican","High School","White",TRUE,"Female",0,100,0,10,0,100,60,100,70,0,30,50,60,100,0,40,15,100,100,100,0,20,0,40,1,50,100,0,NA,85,60,20,NA,15,50,60
"6370","Democrat","Graduate Degree","Hispanic",TRUE,"Male",40,30,40,0,60,0,100,50,15,50,50,0,40,70,50,30,50,50,50,60,50,85,40,30,30,60,50,0,70,60,0,15,NA,70,50,60
"6371","Republican","Some College","White",TRUE,"Female",NA,NA,NA,NA,50,70,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6372","Democrat","Some College","Hispanic",TRUE,"Female",100,0,30,70,70,0,100,0,100,50,50,0,100,40,0,85,50,50,50,100,0,100,50,100,85,100,100,0,70,100,100,0,70,100,60,100
"6373","Republican","Bachelor's Degree","White",TRUE,"Female",30,85,15,85,NA,100,50,50,50,0,50,50,100,85,50,70,NA,100,100,100,50,60,0,40,60,60,50,0,50,50,50,NA,85,50,50,60
"6374","Democrat","Bachelor's Degree","Black",FALSE,"Male",85,0,90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6375","Republican","Bachelor's Degree","Hispanic",TRUE,"Male",0,92,15,85,35,90,15,50,60,49,49,70,90,90,85,49,49,95,50,95,49,95,49,60,75,80,60,50,85,90,80,49,90,5,48,60
"6376","Republican","Some College","White",TRUE,"Male",0,70,0,100,0,100,0,50,0,0,0,80,90,75,0,20,0,80,50,80,0,50,0,0,40,0,100,0,70,0,100,0,90,0,0,40
"6377",NA,"Some College","White",FALSE,"Female",NA,NA,NA,NA,60,0,100,40,100,60,40,30,15,50,70,50,50,50,100,100,30,100,15,0,85,85,30,15,15,70,70,15,100,85,85,100
"6378","Democrat","Some College","White",TRUE,"Female",50,0,60,0,70,0,40,70,100,70,50,15,0,15,100,30,100,70,100,20,100,85,85,40,NA,100,30,85,20,50,0,100,85,100,100,85
"6379","Independent","Graduate Degree","White",TRUE,"Male",15,50,30,85,50,40,50,40,40,40,50,60,60,70,50,0,50,70,70,85,50,70,15,15,60,30,50,60,70,50,85,40,85,50,0,60
"6380","Democrat","High School","Black",FALSE,"Female",50,50,15,0,NA,0,60,15,60,60,15,60,60,0,70,50,60,40,60,0,60,40,100,85,NA,60,70,NA,NA,70,0,NA,NA,100,85,70
"6381","Republican","Some College","White",TRUE,"Female",40,85,50,100,30,100,50,60,50,50,70,40,50,40,50,40,60,85,100,85,50,50,60,30,85,85,100,0,85,85,40,100,100,0,40,15
"6382","Democrat","Some College","Other",FALSE,"Female",45,44,50,60,30,30,50,50,50,50,100,40,50,30,50,30,50,50,50,50,50,50,50,50,NA,50,100,50,50,50,50,50,NA,100,50,70
"6383","Democrat","Bachelor's Degree","White",TRUE,"Female",80,0,75,0,85,0,85,30,50,70,50,50,40,50,50,40,40,60,50,50,50,70,75,50,50,50,15,NA,50,50,50,NA,NA,45,75,70
"6384","Republican","High School","Hispanic",FALSE,"Female",0,100,0,100,50,50,50,100,100,50,50,50,50,50,100,50,100,100,100,100,100,100,0,70,NA,NA,NA,NA,NA,100,100,NA,NA,100,100,85
"6385","Democrat","Graduate Degree","White",TRUE,"Female",80,50,85,15,70,15,60,50,100,85,60,40,50,60,70,40,70,60,70,70,70,85,85,70,85,85,40,50,40,85,50,100,50,100,40,40
"6386","Democrat","Some College","White",FALSE,"Male",65,2,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6387","Democrat","Bachelor's Degree","White",TRUE,"Male",70,0,70,0,100,0,100,50,100,50,50,50,50,60,50,50,50,100,100,100,50,100,70,50,50,50,40,50,40,50,50,50,50,100,100,100
"6388","Independent","Graduate Degree","Native American",FALSE,"Male",NA,NA,NA,NA,50,50,NA,50,50,50,50,60,50,60,50,50,50,50,50,60,50,60,50,60,NA,60,NA,NA,50,50,50,NA,50,50,60,60
"6389","Republican","High School","Black",TRUE,"Male",15,40,NA,NA,80,0,85,100,50,40,85,50,40,85,0,15,0,100,70,85,0,100,40,85,NA,50,85,70,0,85,50,50,0,100,85,85
"6390","Democrat","Some College","White",FALSE,"Male",70,40,70,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6391","Democrat","Graduate Degree","White",TRUE,"Female",98,0,100,0,100,0,100,10,100,100,90,40,50,30,100,90,95,50,95,60,100,100,100,95,100,100,0,50,50,80,30,100,100,100,100,100
"6392","Democrat","Graduate Degree","White",TRUE,"Female",80,10,85,0,98,2,100,30,70,70,95,75,60,60,50,40,75,100,100,98,60,100,98,98,100,95,0,60,80,90,50,85,60,50,100,90
"6393","Independent","High School","Hispanic",TRUE,"Male",NA,NA,NA,NA,70,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA
"6394","Democrat","Some College","White",TRUE,"Female",85,0,70,0,85,0,100,0,85,85,60,15,15,70,100,60,85,0,85,15,100,85,85,60,50,85,0,85,15,60,0,100,30,100,85,70
"6395","Democrat","Graduate Degree","Other",TRUE,"Female",60,0,NA,0,60,0,85,0,90,60,50,15,30,15,100,30,100,30,100,50,100,90,100,20,50,75,50,85,0,50,50,100,50,100,85,60
"6396","Republican","Some College","Hispanic",TRUE,"Female",0,85,0,100,0,100,60,70,50,15,30,15,50,70,70,70,70,85,70,100,70,85,0,15,70,70,100,100,60,85,70,100,100,40,40,50
"6397","Independent","Bachelor's Degree","Asian",TRUE,"Female",50,50,40,30,60,40,40,50,50,50,40,50,45,60,50,60,50,50,50,50,50,55,50,30,50,50,50,50,45,50,25,50,NA,30,45,50
"6398","Independent","Graduate Degree","White",TRUE,"Female",40,15,60,0,85,0,100,40,70,60,60,40,40,85,50,15,40,30,50,70,50,100,60,70,60,60,40,40,50,60,50,60,NA,85,70,70
"6399","Republican","Graduate Degree","Hispanic",TRUE,"Male",0,90,0,100,0,100,0,50,50,0,40,50,100,85,50,50,50,50,50,100,50,50,50,0,50,40,100,15,50,40,85,70,85,50,30,30
"6400","Republican","Graduate Degree","White",TRUE,"Female",15,90,15,90,0,85,40,70,50,0,50,30,100,70,40,70,0,100,100,95,60,60,50,40,40,50,100,0,85,75,70,70,85,0,70,85
"6401","Republican","Graduate Degree","White",TRUE,"Female",15,85,0,85,30,85,50,85,50,50,40,100,85,85,85,40,50,100,100,100,60,60,0,0,70,15,85,0,85,70,85,0,100,0,40,85
"6402","Republican","Bachelor's Degree","White",TRUE,"Male",40,70,40,70,60,15,60,50,50,60,50,50,40,70,70,50,50,50,50,70,70,60,60,50,50,50,50,40,50,60,50,50,50,40,60,60
"6403","Democrat","Some College","White",FALSE,"Male",NA,NA,NA,85,30,70,NA,90,20,20,80,90,50,90,10,90,40,90,80,10,0,100,0,70,60,90,100,20,70,80,50,50,100,90,50,100
"6404","Republican","High School","White",TRUE,"Female",40,70,70,15,70,40,100,50,60,50,40,50,50,85,50,50,70,60,60,85,50,70,60,60,85,70,40,40,50,85,70,60,50,85,100,85
"6405","Independent","Bachelor's Degree","White",TRUE,"Male",40,60,30,40,70,0,85,50,50,50,60,60,50,70,50,30,50,85,50,85,30,85,30,60,60,70,70,50,50,70,70,60,85,50,50,85
"6406","Republican","Bachelor's Degree","White",FALSE,"Male",0,75,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6407","Democrat","Some College","Black",FALSE,"Female",100,0,85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6408","Democrat","High School","White",TRUE,"Female",60,60,0,85,0,85,60,50,50,30,85,40,50,70,100,70,60,60,60,100,60,100,50,50,85,85,70,50,50,100,85,50,60,85,85,85
"6409","Republican","Some College","White",TRUE,"Male",15,70,0,100,0,90,0,40,50,30,60,40,70,60,50,40,15,85,70,60,50,40,0,40,50,50,100,0,70,60,85,50,85,70,0,15
"6410","Independent","Some College","Hispanic",FALSE,"Female",50,0,50,0,85,0,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"6411","Independent","Some College","White",TRUE,"Male",50,50,50,15,85,0,100,40,60,60,60,60,60,50,50,40,50,60,85,85,50,100,70,100,70,50,40,50,60,60,40,50,70,70,85,85
"6412","Democrat","Bachelor's Degree","Asian",TRUE,"Female",70,50,0,70,0,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,85,15,50,60,60,0,50,50,50,60,40,NA,50,0,60
"6413","Democrat","Some College","White",TRUE,"Female",49,30,40,0,70,0,85,30,70,60,70,30,60,40,50,30,60,70,70,85,50,85,70,85,50,60,30,70,15,70,30,50,70,70,85,70
"6414","Independent","Less than High School","White",TRUE,"Female",NA,NA,50,85,15,100,85,70,50,70,100,50,85,85,85,15,0,100,100,100,60,100,0,100,50,100,100,NA,NA,100,100,100,100,100,100,100
"6415","Democrat","High School","Hispanic",TRUE,"Male",85,30,85,30,100,30,85,70,50,50,50,60,40,70,60,70,70,100,60,70,60,85,100,50,60,85,70,50,NA,85,40,85,70,60,NA,70
"6416","Democrat","Some College","Black",TRUE,"Female",80,0,60,0,100,0,100,NA,0,0,60,0,40,50,60,50,50,50,50,60,60,50,60,60,50,50,70,50,50,50,50,50,NA,0,50,60
"6417","Democrat","Bachelor's Degree","White",TRUE,"Male",70,0,70,0,85,0,100,15,60,70,70,30,30,15,50,30,50,40,50,15,50,100,85,85,70,70,15,70,30,60,0,70,50,60,85,70
"6418","Republican","High School","White",FALSE,"Male",0,100,0,100,0,100,0,50,50,0,0,100,50,70,50,30,50,50,50,100,50,60,0,0,0,15,100,0,100,0,100,0,85,0,0,0
"6419","Republican","Some College","White",TRUE,"Male",0,60,0,60,15,60,0,51,49,50,50,15,50,50,50,50,50,51,50,50,50,50,50,15,NA,49,51,NA,50,50,51,NA,NA,0,30,30
"6420","Independent","Graduate Degree","White",FALSE,"Male",0,0,40,60,40,50,70,50,50,50,60,40,50,60,50,0,50,50,50,60,50,70,40,40,60,70,60,50,60,40,50,50,60,50,70,60
"6421","Republican","Some College","White",TRUE,"Female",0,100,0,100,0,100,70,40,20,10,60,80,90,85,40,70,40,70,50,90,40,90,20,60,70,90,90,40,90,90,100,50,70,50,70,80
"6422","Independent","Some College","White",FALSE,"Female",50,50,50,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6423","Republican","High School","Hispanic",TRUE,"Female",15,100,0,100,6,4,NA,7,NA,5,7,6,4,7,1,6,4,7,7,7,1,7,7,6,NA,7,6,NA,6,7,NA,7,7,7,NA,7
"6424","Democrat","Some College","White",TRUE,"Female",60,0,70,0,60,0,100,0,50,50,50,0,0,0,100,0,50,0,100,30,100,100,100,50,100,100,0,50,0,50,0,100,0,100,50,100
"6425","Democrat","Some College","Black",TRUE,"Female",70,30,70,0,100,0,70,85,70,50,50,50,85,50,85,50,85,100,85,40,85,85,100,50,50,NA,NA,85,NA,50,40,100,50,60,85,100
"6426","Republican","Bachelor's Degree","White",TRUE,"Female",0,70,0,85,70,70,70,50,100,60,60,70,70,70,50,50,50,85,50,70,50,70,60,50,0,50,50,0,70,70,50,70,50,50,50,70
"6427","Democrat","Graduate Degree","White",TRUE,"Male",85,15,85,0,100,15,100,40,100,70,100,30,50,60,85,40,85,70,100,100,85,100,70,100,100,85,0,60,70,100,30,70,85,100,100,100
"6428","Democrat","High School","Black",FALSE,"Female",100,60,100,85,100,85,85,100,100,15,0,0,60,85,0,85,15,100,30,100,0,100,100,70,15,85,50,70,100,70,70,30,100,100,100,100
"6429","Democrat","Graduate Degree","White",TRUE,"Male",70,15,80,0,85,0,100,35,85,75,75,20,35,15,60,75,60,40,85,40,80,60,85,95,95,75,0,85,60,60,25,90,50,95,90,40
"6430","Democrat","Some College","White",TRUE,"Male",85,40,70,15,70,30,85,50,70,60,60,40,70,40,70,15,70,85,70,60,50,85,85,50,60,50,0,50,50,85,30,NA,50,60,70,60
"6431","Republican","Some College","White",TRUE,"Male",10,65,0,60,0,60,50,15,50,50,50,50,75,50,50,50,50,40,50,70,30,85,50,15,50,50,80,50,50,70,50,50,100,70,50,50
"6432","Democrat","Bachelor's Degree","White",TRUE,"Female",60,15,85,0,85,0,70,0,100,60,85,50,40,70,70,15,60,30,85,85,70,85,85,70,85,85,15,85,50,85,15,70,50,100,70,70
"6433","Independent","Less than High School","White",FALSE,"Female",0,0,0,0,0,0,0,50,15,0,100,15,85,0,50,0,0,0,0,60,0,50,0,0,15,50,100,0,0,50,70,50,50,100,100,85
"6434","Republican","Bachelor's Degree","White",TRUE,"Female",40,60,70,30,65,30,70,50,75,40,50,30,75,50,80,30,75,85,70,60,70,0,50,40,60,80,10,50,50,75,25,70,NA,50,75,75
"6435","Democrat","Bachelor's Degree","White",TRUE,"Male",85,15,100,0,95,10,100,40,60,85,50,50,50,70,95,70,50,65,95,90,90,100,65,90,50,50,40,50,50,80,60,50,50,75,85,95
"6436","Republican","Less than High School","White",TRUE,"Female",10,100,15,100,20,100,60,20,60,5,50,50,70,75,40,80,5,90,60,70,50,70,50,40,50,60,90,0,50,60,NA,50,NA,70,80,50
"6437","Democrat","Bachelor's Degree","White",TRUE,"Female",70,10,85,0,90,0,90,15,85,70,60,40,15,30,85,25,85,15,60,40,75,90,85,85,90,75,0,50,50,65,30,95,75,85,75,85
"6438","Republican","Bachelor's Degree","White",TRUE,"Male",0,85,0,85,0,90,40,100,0,0,50,40,100,70,0,40,0,100,90,90,0,60,0,20,50,0,80,0,50,40,50,0,90,0,0,50
"6439","Republican","Some College","Hispanic",FALSE,"Male",0,75,0,100,0,75,40,50,45,0,50,40,70,50,50,45,70,70,50,70,50,70,0,0,40,45,50,0,70,50,55,0,50,0,40,45
"6440","Republican","High School","White",TRUE,"Female",15,85,15,100,0,100,0,85,50,15,50,30,85,60,15,15,30,85,85,85,15,60,0,0,75,0,85,0,60,70,85,50,85,0,0,15
"6441","Republican","Some College","Hispanic",TRUE,"Female",0,100,0,100,0,100,50,60,50,30,0,85,100,85,50,50,15,85,100,100,40,85,0,60,40,0,70,0,85,70,70,50,85,0,15,70
"6442","Democrat","Graduate Degree","White",TRUE,"Female",70,15,85,0,85,0,70,40,85,85,70,60,30,60,70,60,50,50,50,70,60,85,70,85,85,85,30,60,60,70,15,60,50,85,85,85
"6443","Independent","Bachelor's Degree","White",FALSE,"Female",50,50,60,0,30,0,70,70,70,70,60,50,85,70,70,60,50,85,70,85,50,85,60,50,60,85,70,50,50,85,60,60,70,60,85,85
"6444","Democrat","Some College","Hispanic",TRUE,"Female",100,0,100,0,85,0,100,0,50,50,70,50,50,70,50,50,50,80,50,100,50,100,100,100,50,50,0,50,0,80,0,100,0,50,50,50
"6445","Republican","Some College","White",FALSE,"Female",0,100,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6446","Democrat","Some College","Black",FALSE,"Female",70,60,50,0,60,0,50,100,100,100,100,100,100,50,100,50,100,100,100,60,100,100,100,100,NA,70,NA,50,100,50,NA,100,NA,70,NA,85
"6447","Democrat",NA,"Asian",TRUE,"Male",50,50,50,70,40,70,NA,NA,40,50,50,70,50,50,50,50,50,50,50,50,50,60,60,60,NA,NA,NA,50,50,50,NA,NA,NA,50,50,50
"6448","Republican","Bachelor's Degree","White",FALSE,"Male",50,70,50,60,15,40,30,30,50,30,50,30,60,85,60,60,50,70,60,70,60,60,30,15,50,60,70,30,50,60,60,50,70,70,50,50
"6449","Democrat","Graduate Degree","White",TRUE,"Female",85,15,60,15,90,0,100,0,100,85,100,15,40,45,100,45,100,85,100,30,100,100,100,85,85,85,0,50,60,50,0,100,85,100,85,70
"6450","Republican","Some College","White",TRUE,"Male",0,85,0,85,15,85,70,85,30,0,85,40,85,60,0,15,30,100,50,85,0,85,0,30,70,70,85,0,70,15,85,60,100,0,60,60
"6451","Democrat","Bachelor's Degree","Black",TRUE,"Male",100,0,100,0,100,0,100,70,50,100,100,50,0,50,50,70,50,100,50,50,50,100,100,85,85,85,0,50,50,85,50,100,50,85,100,100
"6452","Republican","Some College","White",FALSE,"Female",0,85,0,85,0,85,30,50,50,0,50,50,0,0,50,0,50,50,50,70,50,85,0,0,85,30,50,0,0,50,50,0,100,60,15,15
"6453","Democrat","Bachelor's Degree","White",TRUE,"Female",70,50,85,15,85,30,100,40,60,70,50,60,40,70,70,60,40,85,50,85,45,90,85,85,75,90,40,40,40,75,55,85,NA,40,90,100
"6454","Democrat","Graduate Degree","White",TRUE,"Female",40,0,60,0,80,0,100,15,90,90,75,15,0,30,100,40,100,75,100,60,100,100,100,75,50,80,0,70,15,70,15,100,60,100,90,90
"6455","Republican","Some College","Native American",FALSE,"Male",15,85,15,100,0,100,50,70,50,50,50,50,50,70,50,70,50,85,50,50,50,50,15,60,70,50,70,50,NA,70,70,NA,50,50,50,70
"6456","Republican","Some College","Hispanic",TRUE,"Female",30,40,60,15,70,30,40,40,50,40,70,40,40,70,50,60,50,50,50,85,50,70,50,60,60,60,50,50,50,70,40,50,70,40,60,60
"6457","Republican","Bachelor's Degree","Hispanic",FALSE,"Female",60,85,60,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6458","Republican","Some College","White",TRUE,"Female",NA,NA,NA,NA,50,100,70,100,50,50,30,60,100,85,70,40,60,100,100,100,60,70,0,15,NA,70,100,0,100,85,100,0,85,0,50,85
"6459","Republican","Bachelor's Degree","White",TRUE,"Male",20,20,40,40,50,50,15,50,50,30,50,0,30,0,50,0,50,30,50,60,50,100,60,0,50,60,30,50,50,50,50,40,NA,85,60,60
"6460","Democrat","Graduate Degree","White",FALSE,"Male",60,50,60,30,30,30,70,40,40,40,40,30,30,50,85,40,40,40,40,40,85,100,60,100,70,50,15,50,50,85,50,50,70,30,50,60
"6461","Republican","Bachelor's Degree","White",TRUE,"Male",50,60,60,0,85,0,85,90,90,90,85,85,90,85,85,80,90,90,90,90,85,90,95,75,85,85,50,55,70,80,50,80,95,85,85,85
"6462","Republican","Bachelor's Degree","White",TRUE,"Male",15,50,40,70,18,70,15,75,50,15,65,50,65,89,50,35,65,85,85,100,50,60,40,50,50,55,68,15,55,NA,50,50,50,15,20,50
"6463","Republican","High School","White",TRUE,"Male",10,70,0,100,0,100,0,50,15,15,30,50,85,70,50,15,15,60,50,85,30,40,0,0,30,0,100,0,85,30,85,15,100,15,15,15
"6464","Independent","Some College","Black",FALSE,"Female",50,50,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6465","Republican","Some College","White",TRUE,"Female",40,60,40,60,60,50,85,70,70,40,50,50,85,85,100,60,60,100,70,100,100,85,85,60,NA,50,50,NA,NA,100,50,85,70,60,NA,100
"6466","Democrat","Bachelor's Degree","Hispanic",TRUE,"Female",60,0,70,0,85,0,100,15,70,70,85,15,30,40,100,40,100,60,100,40,100,100,100,85,100,100,0,70,30,60,15,85,40,100,100,100
"6467","Democrat","Graduate Degree","Hispanic",TRUE,"Female",0,0,1,0,15,0,50,0,80,15,100,0,0,0,85,10,50,NA,50,0,85,70,90,40,0,60,0,100,0,0,0,60,50,90,30,70
"6468","Democrat","Bachelor's Degree","White",TRUE,"Female",90,60,80,0,85,0,75,30,65,70,85,40,40,50,80,40,60,60,50,40,50,85,85,60,NA,NA,0,NA,40,50,40,85,NA,85,50,80
"6469","Republican","Some College","Hispanic",TRUE,"Female",0,100,0,100,0,100,15,100,0,0,85,40,100,50,0,0,70,85,85,85,0,50,0,30,100,0,100,0,85,30,50,0,85,0,0,15
"6470","Democrat","Less than High School","White",FALSE,"Male",60,0,100,0,100,0,100,NA,60,100,60,0,40,30,60,60,0,70,0,0,50,60,60,15,100,100,0,0,0,40,0,100,100,100,100,70
"6471","Republican","Some College","Hispanic",TRUE,"Female",0,85,50,85,50,60,NA,NA,NA,0,NA,NA,60,NA,NA,NA,NA,60,100,60,NA,NA,NA,60,NA,NA,NA,0,NA,NA,NA,NA,NA,0,70,85
"6472","Democrat","Some College","Hispanic",FALSE,"Female",70,50,60,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6473",NA,"Some College",NA,TRUE,NA,85,NA,85,NA,85,0,85,50,50,50,50,40,50,50,50,50,50,85,85,85,50,85,85,50,50,50,15,50,50,40,40,70,85,60,70,70
"6474","Democrat","Bachelor's Degree","Asian",TRUE,"Female",65,0,75,0,90,0,95,75,90,85,75,25,35,80,90,60,80,75,90,50,90,75,90,90,80,65,30,65,75,45,30,80,85,65,65,85
"6475","Democrat","Some College","White",TRUE,"Female",70,15,70,0,85,0,85,20,70,60,60,30,30,60,85,60,100,70,85,60,85,85,85,50,60,100,50,50,0,70,15,100,60,85,100,100
"6476","Independent","Some College","White",FALSE,"Female",50,50,50,30,40,30,60,15,50,40,50,40,50,50,85,40,50,40,50,85,85,60,60,50,NA,NA,20,NA,NA,60,40,50,NA,50,NA,70
"6477","Republican","Bachelor's Degree","White",TRUE,"Male",60,30,85,15,100,0,100,30,70,40,40,70,60,60,100,40,100,100,100,100,100,100,85,85,85,70,40,0,100,100,15,50,NA,100,100,100
"6478","Democrat","Some College","Hispanic",TRUE,"Female",100,30,50,15,60,15,85,30,70,100,70,40,30,100,70,70,60,100,100,40,60,100,85,60,85,100,70,70,15,85,30,50,85,85,100,100
"6479","Republican","Some College",NA,TRUE,NA,15,85,15,85,0,8,0,70,30,30,50,15,70,70,50,15,50,85,70,85,50,40,0,0,50,15,70,15,60,40,70,30,85,0,30,30
"6480","Democrat","Bachelor's Degree","Black",TRUE,"Female",70,0,85,15,85,0,40,50,50,50,100,100,40,100,50,60,0,50,50,50,50,100,100,50,NA,100,50,50,50,100,100,100,50,100,100,70
"6481","Republican","Some College","White",TRUE,"Female",0,85,0,100,0,100,0,50,40,0,0,70,85,85,NA,30,15,100,85,100,0,85,0,0,50,40,100,0,100,85,85,NA,100,0,0,30
"6482","Democrat","High School","White",TRUE,"Male",85,0,100,0,100,0,100,50,85,85,100,85,50,60,100,60,85,100,100,85,85,100,85,85,70,70,15,50,70,85,70,70,50,50,85,85
"6483","Democrat","Some College","White",TRUE,"Male",70,40,60,0,80,0,90,15,80,70,50,60,75,90,100,60,75,75,100,80,100,90,75,40,90,85,50,60,60,70,45,75,80,75,90,85
"6484","Republican","Bachelor's Degree","White",TRUE,"Female",0,60,0,60,15,60,50,30,0,0,10,15,60,50,50,0,30,80,80,90,50,75,30,30,60,60,30,0,45,30,60,20,50,30,45,30
"6485","Republican","Some College","White",TRUE,"Female",0,100,0,100,0,100,10,85,20,0,50,0,100,70,40,40,40,100,50,100,30,50,50,0,NA,NA,100,0,NA,40,100,100,50,0,0,20
